Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or Additional Notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Notify OESRC,Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  OLD,Audit and Records - Negotiation,Oct 2010,C,"in contracts:
   - exceeding SAT
   - not commercial items
Use Alt I for ARRA funds
Use Alt II for CR with ""State and local Governments, educational institutions, and other nonprofit organizations.""
Alt III OK when Agency Head designates exemption from examination of records by the Comptroller General.  "," - Alt I is to be used when ARRA 
   funds 
                    or
- Alt II is to be used for 
   educational institutions when
   contract is cost-reimbursable","Yes if:
- exceeds SAT and
- CR (etc - see clause) and
- requires certified cost/pricing data and
- require reports in (d)","03/29/14 CDC
05/16/11 LDC",no,No,15.209(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  OLD,"Archived on September 29, 1010",Mar 2009,C,"If:
- contract exceeds SAT
- contract is funded with ARRA   
   funds, use Alt I
- cost-reimbursable, use Alt II
- Alt III is OK when Agency Head designates"," - Alt I is to be used when ARRA 
   funds 
                    or
- Alt II is to be used for 
   educational institutions when
   contract is cost-reimbursable","Yes if:
- exceeds SAT and
- CR (etc - see clause) and
- requires certified cost/pricing data and
- require reports in (d)",05/16/11 LDC,no,No,15.209(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-3,Request for Information or Solicitation for Planning Purposes,Oct 1997,C,Only to be used in solicitations for information or planning purposes,Remove from Contract as this clause is only required / appropriate for solicitations,no,"02/18/23 CDC
01/01/19 CDC
01/06/11 LDC",no,No,15.209 (c) ,52.215-5 and 52.215-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-4,Reserved,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-5,Facsimile Proposals,Oct 1997,REMOVE,This is a solicitation provision and not a contract clause.  It should not be included in a resulting contract.  Request removal.,,,"02/18/23 CDC
01/01/19 CDC
04/09/18 CDC",,No,15.209 (e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-6,Place of Performance,Oct 1997,C,"Used in solicitations unless the place of performance is specified by the Government. 

Allows for us to list out the place(s) of performance.",,,"02/18/23 CDC
01/01/19 CDC
08/10/14 CDC",Check with PI to determine where performance will occur to complete Paragraph (b).,No,15.209 (f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-7,Reserved,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-8,Order of Precedence--Uniform Contract Format,Oct 1997,C,If Uniform Contract Form as documented in FAR 15.204-1,"If subcontract, the Uniform Contract Form is not being used and therefore this clause should not be flowed down.",No.  Only applicable to Prime Contract on Standard Form,"02/18/23 CDC
01/01/19 CDC
12/1/09 LDC",n/a,No,15.209( h),52.215-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-9,Changes or Additions to Make-or-Buy Program,Oct 1997,C,Used in solicitations and contracts when it is contemplated that a make-or-buy program will be incorporated in the contract. Not applicable to research.  Request removal.,Used in solicitations and contracts when it is contemplated that a make-or-buy program will be incorporated in the contract. Not applicable to research.  Request removal.,,"02/18/23 CDC
01/01/19 CDC
04/09/18 CDC",,No,15.408 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-10,Price Reduction for Defective Certified Cost or Pricing Data,Aug 2011,C,If cost or pricing data will be required - which should only be required in contracts over the threshold for certified cost or pricing data  and no exceptions apply- See FAR 15.403-4(a)(1), ,"Yes, if each higher tier contractor were required, but see waivers at 15.403-1(c)(4)","02/18/23 CDC
03/17/21 CDC
01/01/19 CDC
09/21/12 LDC",no,No,15.408 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,"Archived on July 5, 2011",Oct 2010,C,"If cost or pricing data will be required - which should only be required in contracts over $700,000 and no exceptions apply", ,"Yes, if each higher tier contractor were required, but see waivers at 15.403-1(c)(4)",12/16/10 LDC,no,No,15.408(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,"Archived on Aug 2, 2010",Oct 1997,C,"If cost or pricing data will be required - which should only be required in contracts over $650,000 and no exceptions apply",,"Yes, in prescription 15.403-4(a)(ii)",12/1/09 LDC,no,No,15.408(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-11,Price Reduction for Defective Cost or Pricing Data -- Modifications,Jun 2020,C,For contract modifications when cost or pricing data will be required (only for contracts over the threshold for certified cost or pricing data and no exceptions apply) and 52.215-10 was  not included in the original contract, ,"Yes, in prescription","02/18/23 CDC
03/17/21 CDC
07/03/20 CDC
01/01/19 CDC
04/09/18 CDC
01/17/10 LDC",no,No,15.408 (c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Price Reduction for Defective Cost or Pricing Data -- Modifications,Aug 2011,C,"For contract modifications when cost or pricing data will be required (only for contracts over $750,000 and no exceptions apply) and 52.215-10 was  not included in the original contract", ,"Yes, in prescription","01/01/19 CDC
04/09/18 CDC
01/17/10 LDC",no,No,15.408 (c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-12,Subcontractor Certified Cost or Pricing Data,Jun 2020,C,Applicable with 52.215-10 is included,,"Yes, if sub exceeds threshold at 15.403-4.  See paragraph (c) for options","02/18/23 CDC
06/12/20 CDC
01/01/19 CDC
12/16/10 LDC",no,No,15.408 (d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Subcontractor Certified Cost or Pricing Data,Oct 2010,C,Applicable with 52.215-10 is included,,"Yes, if sub exceeds threshold at 15.403-4.  See paragraph (c) for options","01/01/19 CDC
12/16/10 LDC",no,No,15.408 (d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,"Archived on Aug 2, 2010",Oct 1997,C,Applicable when 52.215-10 is included,,"Yes, or the substance of the clause",12/1/09 LDC,no,No,15.408(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-13,Subcontractor Certified Cost or Pricing Data - Modifications  ,Jun 2020,C,Applicable when 52.215-11 is included,,"Yes, if sub exceeds threshold at 15.403-4.  ","02/18/23 CDC
03/17/21 CDC
06/12/20 CDC
01/01/19 CDC
12/16/10 LDC",no,No,15.408 (e) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Subcontractor Certified Cost or Pricing Data - Modifications  ,Oct 2010,C,Applicable when 52.215-11 is included,,"Yes, if sub exceeds threshold at 15.403-4.  ","01/01/19 CDC
12/16/10 LDC",no,No,15.408 (e) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,"Archived on Aug 2, 2010",Oct 1997,C,Required when 52.215-11 is included,,"Yes, required in clause",12/1/09 LDC,no,No,15.408(e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-14,Integrity of Unit Prices,Nov 2021,REMOVE,"Solicitations and contracts except for-
(i) Acquisitions at or below the simplified acquisition threshold;
(ii) Construction or architect-engineer services under Part 36;
(iii) Utility services under Part 41;
(iv) Service contracts where supplies are not required;
(v) Acquisitions of commercial items; and
(vi) Contracts for petroleum products. 

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).","Virginia Tech is performing a research & development efforts.  
","Yes, for all subcontracts over SAT. See paragraph (c) for other exceptions","02/18/23 CDC
12/29/21 CDC
06/12/20 CDC
01/01/19 CDC
12/1/09 LDC",no,No,15.408 (f)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Integrity of Unit Prices,Jun 2020,REMOVE,"Solicitations and contracts except for-
(i) Acquisitions at or below the simplified acquisition threshold;
(ii) Construction or architect-engineer services under Part 36;
(iii) Utility services under Part 41;
(iv) Service contracts where supplies are not required;
(v) Acquisitions of commercial items; and
(vi) Contracts for petroleum products. ","Virginia Tech is performing a research & development efforts.  
","Yes, for all subcontracts over SAT. See paragraph (c) for other exceptions","06/12/20 CDC
01/01/19 CDC
12/1/09 LDC",no,No,15.408 (f)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Integrity of Unit Prices,Oct 2010,REMOVE,"Solicitations and contracts except for-
(i) Acquisitions at or below the simplified acquisition threshold;
(ii) Construction or architect-engineer services under Part 36;
(iii) Utility services under Part 41;
(iv) Service contracts where supplies are not required;
(v) Acquisitions of commercial items; and
(vi) Contracts for petroleum products. ","Virginia Tech is performing a research & development efforts.  
","Yes, for all subcontracts over SAT. See paragraph (c) for other exceptions","01/01/19 CDC
12/1/09 LDC",no,No,15.408 (f)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Integrity of Unit Price,Oct 1997,REMOVE,If contract exceeds the SAT - not required for Service Contracts.,"Virginia Tech is performing a research & development service.  This clause is not applicable to Service Contracts.
It is preferable to remove this.  If the Contracting Officer will not remove, please confirm that Virginia Tech believes this clause is self-deleting.  ","Yes, for all subcontracts over SAT. See paragraph (c) for other exceptions","01/01/19 CDC
12/1/09 LDC",no,No,15.408(f)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-15,Pension Adjustments and Asset Reversions,Oct 2010,C,"When cost or pricing data is required  (only for contracts over $750,000 and no exceptions apply)",,"Yes, or the substance of the clause","02/18/23 CDC
06/12/20 CDC
01/01/19 CDC
12/1/09 LDC",no,No,15.408 (g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Pension Adjustments and Asset Reversions,Oct 2004,C,"When cost or pricing data is required  (only for contracts over $700,000 and no exceptions apply)",,"Yes, or the substance of the clause","01/01/19 CDC
12/1/09 LDC",no,No,15.408(g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-16,Facilities Capital Cost of Money,Jun 2003,REMOVE,"If contractor is subject to the cost principles for commercial organizations.  It references FAR Subpart 31.2—Contracts with Commercial Organizations.  Virginia Tech is subject to FAR 31.3, Subpart 31.3—Contracts with Educational Institutions.","Virginia Tech is not a commercial organization, therefore this clause is not applicable.  Virginia Tech is subject to FAR 31.3, Subpart 31.3—Contracts with Educational Institutions.",Not required in clause or prescription,"02/18/23 CDC
01/01/19 CDC
10/23/13 CDC
12/1/09 LDC",n/a,No,15.408 (h),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-17,Waiver of Facilities Capital Cost of Money,Oct 1997,OK,Required when 52.215-16 is not included,,Not required in clause or prescription,"02/18/23 CDC
06/12/20 CDC
01/01/19 CDC
03/34/14 CDC
12/1/09 LDC",n/a,No,15.408 (i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-18,Reversion or Adjustment of Plans for Postretirement Benefits (PRB) Other Than Pensions,July 2005,OK,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply) or when part 31 applies to cost determination",,"Yes, required in clause","02/18/23 CDC
08/12/20 CDC
06/12/20 CDC
09/25/12 LDC",no,No,15.408(j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-19,Notification of Ownership Changes,Oct 1997,C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply) ",,"Yes, or the substance of the clause","02/18/23 CDC
08/12/20 CDC
01/01/19 CDC
03/29/14 CDC
01/17/10 LDC", no,No,15.408 (k),173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-20,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data  ,Nov 2021, C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply).

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,Not required in clause or prescription,"02/18/23 CDC
12/29/21 CDC
08/12/20 CDC
01/01/19 CDC
05/27/17 CDC",no,No,15.408 (l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data  ,Oct 2010, C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply) ",,Not required in clause or prescription,"08/12/20 CDC
01/01/19 CDC
05/27/17 CDC",no,No,15.408 (l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-21,Requirements for Certified Cost or Pricing Data and Information Other Than Certified Cost or Pricing Data - Modifications,Nov 2021,C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply).

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).", ,Not required in clause or prescription,"02/18/23 CDC
12/29/21 CDC
08/12/20 CDC
01/01/19 CDC
05/27/17 CDC",no,No,15.408(m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Requirements for Certified Cost or Pricing Data and Information Other Than Certified Cost or Pricing Data - Modifications,Oct 2010,C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply) ", ,Not required in clause or prescription,"08/12/20 CDC
01/01/19 CDC
05/27/17 CDC",no,No,15.408(m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data - Modifications,Oct 1997,C,"When cost or pricing data is required  (only for contracts over $750,000 prior to July 1, 2018 and over $2 million on or after July 1, 2018 and no exceptions apply) ", ,Not required in clause or prescription,"08/12/20 CDC
01/01/19 CDC
01/17/10 LDC",no,No,15.408(m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-22,Limitations on Pass-Through Charges - Identification of Subcontract Effort,Oct 2009,C,This is a solicitation provision (not a contract clause).  It should not be included in a contract. ,,Not required in clause or prescription,"02/18/23 CDC
01/01/19 CDC
04/09/18 CDC
05/27/17 CDC",no,No,15.408 (n)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.215-23,Limitations on Pass-Through Charges,Jun 2020,C,"For Civilian Agencies: 
  - over SAT and CR
For DoD
   - over $750,000 and NOT FP",,"Yes - for CR subs over SAT unless DoD, then only if see paragraph (f)","02/18/23 CDC
06/12/20 CDC
01/01/19 CDC
05/27/17 CDC",no,No,15.408 (n)(2),52.516-1 - 52.216-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     OLD,Limitations on Pass-Through Charges,Oct 2009,C,"For Civilian Agencies: 
  - over SAT and CR
For DoD
   - over $750,000 and NOT FP",,"Yes - for CR subs over SAT unless DoD, then only if see paragraph (f)","01/01/19 CDC
05/27/17 CDC",no,No,15.408 (n)(2),52.516-1 - 52.216-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
